token	Agreement	Hate	Agreement_coordinate	Hate_coordinate	occurrences
k	0.5344827586206896	0.29310344827586204	0.06896551724137923	-0.41379310344827586	58
they	0.6242038216560509	0.5652866242038217	0.24840764331210186	0.1305732484076434	628
ever	0.6458333333333334	0.5104166666666666	0.29166666666666674	0.02083333333333326	96
course	0.6	0.55	0.19999999999999996	0.10000000000000009	20
se	0.5	0.4375	0.0	-0.125	16
let	0.6275862068965518	0.4896551724137931	0.2551724137931035	-0.020689655172413834	145
keep	0.69	0.39	0.3799999999999999	-0.21999999999999997	100
feminist	0.6587837837837838	0.8682432432432432	0.31756756756756754	0.7364864864864864	296
sweet	0.5625	0.6875	0.125	0.375	16
fresh	0.6666666666666666	0.25	0.33333333333333326	-0.5	12
season	0.6428571428571429	0.2857142857142857	0.2857142857142858	-0.4285714285714286	14
already	0.6590909090909091	0.3409090909090909	0.3181818181818181	-0.3181818181818183	44
fight	0.6545454545454545	0.41818181818181815	0.3090909090909091	-0.16363636363636364	55
oh	0.6015037593984962	0.44360902255639095	0.20300751879699241	-0.11278195488721815	133
beautiful	0.6	0.56	0.19999999999999996	0.1200000000000001	50
star	0.5476190476190477	0.38095238095238093	0.09523809523809534	-0.23809523809523814	42
nice	0.625	0.45	0.25	-0.10000000000000003	80
dad	0.6790123456790124	0.2839506172839506	0.3580246913580247	-0.43209876543209885	81
daughter	0.627906976744186	0.4883720930232558	0.2558139534883721	-0.023255813953488413	43
son	0.5526315789473685	0.3026315789473684	0.10526315789473695	-0.3947368421052632	76
angry	0.6363636363636364	0.6363636363636364	0.2727272727272727	0.2727272727272727	33
through	0.6764705882352942	0.47058823529411764	0.3529411764705883	-0.05882352941176472	34
pretend	0.7	0.4	0.3999999999999999	-0.19999999999999996	20
jail	0.42857142857142855	0.42857142857142855	-0.14285714285714285	-0.14285714285714285	14
b	0.6666666666666666	0.43859649122807015	0.33333333333333326	-0.12280701754385964	57
bug	1.0	0.06666666666666667	1.0	-0.8666666666666667	15
family	0.7090909090909091	0.2	0.4181818181818182	-0.6000000000000001	55
company	0.8888888888888888	0.05555555555555555	0.7777777777777777	-0.8888888888888888	18
off	0.5964912280701754	0.35964912280701755	0.1929824561403508	-0.2807017543859649	114
fry	0.6	0.26666666666666666	0.19999999999999996	-0.46666666666666673	15
king	0.7058823529411765	0.17647058823529413	0.41176470588235303	-0.6470588235294117	17
five	0.55	0.3	0.10000000000000009	-0.39999999999999997	20
dishwasher	0.8	0.9739130434782609	0.6000000000000001	0.9478260869565218	115
smoking	0.6666666666666666	0.26666666666666666	0.33333333333333326	-0.46666666666666673	15
15	0.7058823529411765	0.39215686274509803	0.41176470588235303	-0.215686274509804	51
per	0.6666666666666666	0.3333333333333333	0.33333333333333326	-0.3333333333333334	18
me	0.7088607594936709	0.379746835443038	0.4177215189873418	-0.240506329113924	158
chicken	0.6785714285714286	0.42857142857142855	0.3571428571428572	-0.14285714285714285	28
language	0.6428571428571429	0.42857142857142855	0.2857142857142858	-0.14285714285714285	14
yet	0.7631578947368421	0.5	0.5263157894736843	0.0	38
another	0.559322033898305	0.5423728813559322	0.11864406779661008	0.0847457627118644	59
body	0.5967741935483871	0.7258064516129032	0.19354838709677424	0.4516129032258065	62
standard	0.6153846153846154	0.5384615384615384	0.23076923076923084	0.07692307692307687	13
hard	0.6825396825396826	0.5079365079365079	0.3650793650793651	0.015873015873015817	63
try	0.6257309941520468	0.391812865497076	0.2514619883040936	-0.21637426900584794	171
fun	0.6	0.8	0.19999999999999996	0.6000000000000001	50
top	0.7083333333333334	0.5833333333333334	0.41666666666666674	0.16666666666666674	24
player	0.5454545454545454	0.3181818181818182	0.09090909090909083	-0.3636363636363637	22
p	0.6097560975609756	0.43902439024390244	0.2195121951219512	-0.12195121951219517	41
accord	0.5833333333333334	0.6666666666666666	0.16666666666666674	0.33333333333333326	12
internet	0.64	0.44	0.28	-0.12000000000000005	25
attractive	0.4444444444444444	0.6111111111111112	-0.11111111111111116	0.22222222222222232	18
forever	0.75	0.4375	0.5	-0.125	16
ve	0.6060606060606061	0.4393939393939394	0.21212121212121215	-0.12121212121212116	66
their	0.6515837104072398	0.48868778280542985	0.30316742081447967	-0.022624434389140247	221
cooking	0.7358490566037735	0.16037735849056603	0.47169811320754707	-0.679245283018868	106
gets	0.6875	0.625	0.375	0.25	16
feel	0.648936170212766	0.3404255319148936	0.2978723404255319	-0.3191489361702127	94
dear	0.6428571428571429	0.42857142857142855	0.2857142857142858	-0.14285714285714285	14
fucking	0.625	0.5384615384615384	0.25	0.07692307692307687	104
feminism	0.6330935251798561	0.7697841726618705	0.26618705035971213	0.539568345323741	139
need	0.6142857142857143	0.49047619047619045	0.22857142857142865	-0.019047619047619035	210
breast	0.7142857142857143	0.7142857142857143	0.4285714285714286	0.4285714285714286	21
mean	0.6195652173913043	0.5652173913043478	0.23913043478260865	0.13043478260869557	92
suck	0.6190476190476191	0.7857142857142857	0.23809523809523814	0.5714285714285714	42
cough	0.6	0.2	0.19999999999999996	-0.6000000000000001	20
force	0.575	0.35	0.1499999999999999	-0.30000000000000004	40
challenge	0.6666666666666666	0.6666666666666666	0.33333333333333326	0.33333333333333326	21
starts	0.6923076923076923	0.6153846153846154	0.3846153846153846	0.23076923076923084	13
explain	0.6111111111111112	0.3333333333333333	0.22222222222222232	-0.3333333333333334	36
rule	0.6666666666666666	0.375	0.33333333333333326	-0.25	24
folk	1.0	0.0	1.0	-1.0	11
cite	0.875	0.0	0.75	-1.0	24
deep	0.6666666666666666	0.2708333333333333	0.33333333333333326	-0.4583333333333334	48
magic	0.7941176470588235	0.14705882352941177	0.588235294117647	-0.7058823529411764	34
write	0.7540983606557377	0.21311475409836064	0.5081967213114753	-0.5737704918032787	61
together	0.5945945945945946	0.21621621621621623	0.18918918918918926	-0.5675675675675675	37
full	0.6595744680851063	0.5319148936170213	0.31914893617021267	0.06382978723404253	47
team	0.5	0.4444444444444444	0.0	-0.11111111111111116	18
demotivational	0.6984126984126984	0.9920634920634921	0.39682539682539675	0.9841269841269842	126
00	0.6190476190476191	0.3333333333333333	0.23809523809523814	-0.3333333333333334	42
‚	0.5227272727272727	0.3409090909090909	0.045454545454545414	-0.3181818181818183	44
google	0.6486486486486487	0.4864864864864865	0.29729729729729737	-0.027027027027026973	37
introduce	0.36363636363636365	0.36363636363636365	-0.2727272727272727	-0.2727272727272727	11
use	0.6526315789473685	0.3736842105263158	0.3052631578947369	-0.2526315789473684	190
option	0.5	0.5	0.0	0.0	10
te	0.9090909090909091	0.36363636363636365	0.8181818181818181	-0.2727272727272727	11
yesterday	0.8235294117647058	0.35294117647058826	0.6470588235294117	-0.29411764705882343	17
cancer	0.631578947368421	0.42105263157894735	0.26315789473684204	-0.1578947368421053	19
create	0.5681818181818182	0.4090909090909091	0.13636363636363646	-0.1818181818181817	44
vegan	0.5789473684210527	0.42105263157894735	0.1578947368421053	-0.1578947368421053	19
nude	0.4	0.2	-0.19999999999999996	-0.6000000000000001	10
club	0.5882352941176471	0.5294117647058824	0.17647058823529416	0.05882352941176472	17
life	0.6834532374100719	0.33093525179856115	0.3669064748201438	-0.33812949640287776	139
down	0.6470588235294118	0.4803921568627451	0.2941176470588236	-0.03921568627450972	102
date	0.53	0.64	0.06000000000000005	0.28	100
easy	0.7692307692307693	0.5769230769230769	0.5384615384615385	0.15384615384615374	26
cheat	0.6346153846153846	0.1875	0.26923076923076916	-0.625	208
image	0.7777777777777778	0.48148148148148145	0.5555555555555556	-0.037037037037037146	27
worth	0.6428571428571429	0.75	0.2857142857142858	0.5	28
word	0.5897435897435898	0.41025641025641024	0.17948717948717952	-0.17948717948717952	39
thing	0.6423357664233577	0.5182481751824818	0.2846715328467153	0.03649635036496357	137
floor	0.625	0.5833333333333334	0.25	0.16666666666666674	24
wake	0.8	0.13333333333333333	0.6000000000000001	-0.7333333333333334	30
surprise	0.375	0.1875	-0.25	-0.625	16
50	0.6363636363636364	0.4090909090909091	0.2727272727272727	-0.1818181818181817	44
hotel	0.25	0.16666666666666666	-0.5	-0.6666666666666667	12
remind	0.4	0.5333333333333333	-0.19999999999999996	0.06666666666666665	15
la	0.6923076923076923	0.23076923076923078	0.3846153846153846	-0.5384615384615383	13
de	0.475	0.5	-0.050000000000000044	0.0	40
please	0.6511627906976745	0.37209302325581395	0.30232558139534893	-0.2558139534883721	86
remove	0.3333333333333333	0.5238095238095238	-0.3333333333333334	0.04761904761904767	21
dead	0.6730769230769231	0.4423076923076923	0.34615384615384626	-0.11538461538461542	52
whore	0.75	0.921875	0.5	0.84375	64
room	0.6056338028169014	0.30985915492957744	0.21126760563380276	-0.38028169014084506	71
¶	0.6	0.4666666666666667	0.19999999999999996	-0.06666666666666665	15
ð	0.5	0.6666666666666666	0.0	0.33333333333333326	12
»	0.3076923076923077	0.46153846153846156	-0.3846153846153846	-0.07692307692307687	13
·	0.2727272727272727	0.6363636363636364	-0.4545454545454546	0.2727272727272727	11
stop	0.60431654676259	0.5107913669064749	0.2086330935251799	0.021582733812949728	139
via	0.7090909090909091	0.8363636363636363	0.4181818181818182	0.6727272727272726	55
pictures	0.5384615384615384	0.8461538461538461	0.07692307692307687	0.6923076923076923	13
vagina	0.6666666666666666	0.8333333333333334	0.33333333333333326	0.6666666666666667	36
adult	0.6153846153846154	0.38461538461538464	0.23076923076923084	-0.23076923076923078	13
dirty	0.5909090909090909	0.5909090909090909	0.18181818181818188	0.18181818181818188	22
ll	0.7049180327868853	0.5081967213114754	0.4098360655737705	0.016393442622950838	61
late	0.47619047619047616	0.38095238095238093	-0.04761904761904767	-0.23809523809523814	21
neighbor	0.75	0.16666666666666666	0.5	-0.6666666666666667	12
show	0.5909090909090909	0.5378787878787878	0.18181818181818188	0.07575757575757569	132
lion	0.4	0.4	-0.19999999999999996	-0.19999999999999996	10
animal	0.5806451612903226	0.25806451612903225	0.16129032258064524	-0.4838709677419355	31
death	0.6486486486486487	0.3783783783783784	0.29729729729729737	-0.2432432432432432	37
yeah	0.5757575757575758	0.3333333333333333	0.1515151515151516	-0.3333333333333334	66
pretty	0.6222222222222222	0.4666666666666667	0.24444444444444446	-0.06666666666666665	45
must	0.6274509803921569	0.43137254901960786	0.2549019607843137	-0.13725490196078427	51
real	0.47115384615384615	0.5769230769230769	-0.05769230769230771	0.15384615384615374	104
notice	0.6129032258064516	0.2903225806451613	0.22580645161290325	-0.41935483870967744	31
break	0.5952380952380952	0.2857142857142857	0.19047619047619047	-0.4285714285714286	84
into	0.6078431372549019	0.4444444444444444	0.21568627450980382	-0.11111111111111116	153
around	0.76	0.54	0.52	0.08000000000000007	50
memes	0.6382978723404256	0.48936170212765956	0.27659574468085113	-0.021276595744680937	47
phone	0.5116279069767442	0.4418604651162791	0.023255813953488413	-0.11627906976744184	43
friend	0.61	0.32	0.21999999999999997	-0.35999999999999993	200
daddy	0.64	0.44	0.28	-0.12000000000000005	25
motivated	0.6363636363636364	0.9545454545454546	0.2727272727272727	0.9090909090909092	22
photo	0.7049180327868853	0.7213114754098361	0.4098360655737705	0.4426229508196722	61
pant	0.6	0.6857142857142857	0.19999999999999996	0.37142857142857144	35
international	0.7368421052631579	0.7894736842105263	0.4736842105263157	0.5789473684210527	19
lucky	0.7272727272727273	0.5454545454545454	0.4545454545454546	0.09090909090909083	11
memecenter	0.6951871657754011	0.8342245989304813	0.39037433155080214	0.6684491978609626	187
mame	0.625	0.5625	0.25	0.125	16
center	0.6710526315789473	0.9210526315789473	0.3421052631578947	0.8421052631578947	76
anymore	0.5833333333333334	0.4583333333333333	0.16666666666666674	-0.08333333333333343	24
ugly	0.631578947368421	0.8289473684210527	0.26315789473684204	0.6578947368421053	76
class	0.6571428571428571	0.45714285714285713	0.3142857142857143	-0.0857142857142858	35
economy	0.8333333333333334	0.3333333333333333	0.6666666666666667	-0.3333333333333334	12
286	0.6666666666666666	0.16666666666666666	0.33333333333333326	-0.6666666666666667	6
2	0.6413502109704642	0.379746835443038	0.28270042194092837	-0.240506329113924	237
french	0.9411764705882353	0.35294117647058826	0.8823529411764706	-0.29411764705882343	17
computer	0.8	0.4	0.6000000000000001	-0.19999999999999996	25
science	0.7894736842105263	0.5789473684210527	0.5789473684210527	0.1578947368421053	19
da	0.7692307692307693	0.46153846153846156	0.5384615384615385	-0.07692307692307687	13
en	0.7777777777777778	0.2222222222222222	0.5555555555555556	-0.5555555555555556	9
13	0.5652173913043478	0.34782608695652173	0.13043478260869557	-0.30434782608695654	46
î	0.625	0.625	0.25	0.25	8
’	0.6363636363636364	0.5454545454545454	0.2727272727272727	0.09090909090909083	33
¿	0.6923076923076923	0.6153846153846154	0.3846153846153846	0.23076923076923084	13
sometimes	0.696969696969697	0.5151515151515151	0.39393939393939403	0.030303030303030276	33
good	0.6209677419354839	0.5241935483870968	0.24193548387096775	0.048387096774193505	248
stay	0.5822784810126582	0.379746835443038	0.16455696202531644	-0.240506329113924	79
member	0.75	0.16666666666666666	0.5	-0.6666666666666667	12
communism	0.6	0.1	0.19999999999999996	-0.8	10
lead	0.5	0.4166666666666667	0.0	-0.16666666666666657	12
mom	0.5592105263157895	0.28289473684210525	0.11842105263157898	-0.43421052631578944	152
sick	0.6666666666666666	0.25925925925925924	0.33333333333333326	-0.48148148148148145	27
cook	0.6554621848739496	0.29411764705882354	0.31092436974789917	-0.41176470588235287	119
dinner	0.6097560975609756	0.43902439024390244	0.2195121951219512	-0.12195121951219517	41
crush	0.4782608695652174	0.2608695652173913	-0.04347826086956519	-0.47826086956521735	23
promotion	0.8	0.9	0.6000000000000001	0.8	10
apparently	0.6666666666666666	0.75	0.33333333333333326	0.5	12
two	0.5853658536585366	0.524390243902439	0.1707317073170731	0.04878048780487809	82
very	0.6726190476190477	0.8452380952380952	0.34523809523809534	0.6904761904761905	168
fat	0.6991150442477876	0.8407079646017699	0.3982300884955752	0.6814159292035398	113
gear	0.45454545454545453	0.2727272727272727	-0.09090909090909088	-0.4545454545454546	11
virgin	0.5384615384615384	0.4423076923076923	0.07692307692307687	-0.11538461538461542	52
kids	0.7391304347826086	0.43478260869565216	0.4782608695652173	-0.13043478260869573	23
9gag	0.6338028169014085	0.5492957746478874	0.267605633802817	0.09859154929577474	71
memeful	0.6129032258064516	0.25161290322580643	0.22580645161290325	-0.49677419354838714	155
abortion	0.5454545454545454	0.6363636363636364	0.09090909090909083	0.2727272727272727	11
y	0.5952380952380952	0.40476190476190477	0.19047619047619047	-0.19047619047619047	42
don	0.7228260869565217	0.6032608695652174	0.44565217391304346	0.2065217391304348	184
child	0.6142857142857143	0.38571428571428573	0.22857142857142865	-0.2285714285714286	70
afford	0.6923076923076923	0.46153846153846156	0.3846153846153846	-0.07692307692307687	13
fail	0.8235294117647058	0.5294117647058824	0.6470588235294117	0.05882352941176472	17
dangerous	0.8	0.8	0.6000000000000001	0.6000000000000001	10
carry	0.75	0.4	0.5	-0.19999999999999996	20
term	0.6842105263157895	0.631578947368421	0.368421052631579	0.26315789473684204	19
useless	0.8333333333333334	0.7777777777777778	0.6666666666666667	0.5555555555555556	18
conversation	0.5384615384615384	0.38461538461538464	0.07692307692307687	-0.23076923076923078	13
multiple	0.3333333333333333	0.3333333333333333	-0.3333333333333334	-0.3333333333333334	9
reason	0.6590909090909091	0.5909090909090909	0.3181818181818181	0.18181818181818188	44
car	0.6413043478260869	0.5434782608695652	0.28260869565217384	0.08695652173913038	92
them	0.6	0.7	0.19999999999999996	0.3999999999999999	20
toxic	0.5	0.45454545454545453	0.0	-0.09090909090909088	22
masculinity	0.7	0.6	0.3999999999999999	0.19999999999999996	10
change	0.6395348837209303	0.45348837209302323	0.2790697674418605	-0.0930232558139536	86
mind	0.6329113924050633	0.5569620253164557	0.26582278481012667	0.11392405063291133	79
forgot	0.5454545454545454	0.09090909090909091	0.09090909090909083	-0.8181818181818181	11
history	0.6	0.45714285714285713	0.19999999999999996	-0.0857142857142858	35
difference	0.7254901960784313	0.7843137254901961	0.4509803921568627	0.5686274509803921	51
between	0.5909090909090909	0.6666666666666666	0.18181818181818188	0.33333333333333326	66
thick	0.8333333333333334	1.0	0.6666666666666667	1.0	12
l	0.7096774193548387	0.3870967741935484	0.4193548387096775	-0.22580645161290325	31
earn	0.7142857142857143	0.5	0.4285714285714286	0.0	14
trust	0.8846153846153846	0.6153846153846154	0.7692307692307692	0.23076923076923084	26
back	0.6808510638297872	0.5851063829787234	0.36170212765957444	0.17021276595744683	188
pain	0.5384615384615384	0.38461538461538464	0.07692307692307687	-0.23076923076923078	13
cause	0.7083333333333334	0.5	0.41666666666666674	0.0	48
marriage	0.47619047619047616	0.7619047619047619	-0.04761904761904767	0.5238095238095237	21
beauty	0.7272727272727273	0.7272727272727273	0.4545454545454546	0.4545454545454546	11
ba	0.45454545454545453	0.45454545454545453	-0.09090909090909088	-0.09090909090909088	11
neither	0.7272727272727273	0.9090909090909091	0.4545454545454546	0.8181818181818181	11
god	0.6585365853658537	0.5487804878048781	0.3170731707317074	0.09756097560975618	82
judge	0.55	0.65	0.10000000000000009	0.30000000000000004	20
mematic	0.6428571428571429	0.42857142857142855	0.2857142857142858	-0.14285714285714285	112
vs	0.5333333333333333	0.6888888888888889	0.06666666666666665	0.37777777777777777	45
usa	0.7391304347826086	0.30434782608695654	0.4782608695652173	-0.3913043478260869	23
ç	0.5	0.3	0.0	-0.39999999999999997	10
™	0.625	0.25	0.25	-0.5	16
motivation	0.7272727272727273	0.8181818181818182	0.4545454545454546	0.6363636363636365	11
fall	0.5	0.2	0.0	-0.6000000000000001	20
tired	0.6363636363636364	0.5909090909090909	0.2727272727272727	0.18181818181818188	22
awesome	0.6470588235294118	0.6470588235294118	0.2941176470588236	0.2941176470588236	17
privilege	0.6923076923076923	0.38461538461538464	0.3846153846153846	-0.23076923076923078	13
energy	0.8181818181818182	0.18181818181818182	0.6363636363636365	-0.6363636363636362	11
great	0.5813953488372093	0.4186046511627907	0.16279069767441867	-0.1627906976744185	86
tie	0.6666666666666666	0.6666666666666666	0.33333333333333326	0.33333333333333326	15
answer	0.5	0.34615384615384615	0.0	-0.3076923076923077	26
www	0.6395348837209303	0.6744186046511628	0.2790697674418605	0.34883720930232553	86
d	0.6698113207547169	0.4716981132075472	0.3396226415094339	-0.05660377358490565	106
happy	0.7012987012987013	0.5454545454545454	0.4025974025974026	0.09090909090909083	77
accident	0.7142857142857143	0.5714285714285714	0.4285714285714286	0.1428571428571428	14
laugh	0.6060606060606061	0.36363636363636365	0.21212121212121215	-0.2727272727272727	33
black	0.6666666666666666	0.3645833333333333	0.33333333333333326	-0.2708333333333334	96
cougar	0.41818181818181815	0.5818181818181818	-0.16363636363636364	0.16363636363636358	55
everywhere	0.3125	0.5625	-0.375	0.125	16
curvy	0.9	1.0	0.8	1.0	10
hooker	0.398989898989899	0.51010101010101	-0.202020202020202	0.02020202020202011	198
name	0.5970149253731343	0.417910447761194	0.19402985074626855	-0.16417910447761197	67
first	0.59	0.5	0.17999999999999994	0.0	200
last	0.6344086021505376	0.3548387096774194	0.26881720430107525	-0.29032258064516125	93
hey	0.5421686746987951	0.42168674698795183	0.0843373493975903	-0.15662650602409633	83
cool	0.4375	0.3125	-0.125	-0.375	16
press	0.6666666666666666	0.16666666666666666	0.33333333333333326	-0.6666666666666667	12
f	0.6666666666666666	0.3958333333333333	0.33333333333333326	-0.20833333333333343	48
pay	0.56	0.51	0.1200000000000001	0.020000000000000018	100
le	0.4473684210526316	0.3157894736842105	-0.10526315789473678	-0.368421052631579	38
teenage	0.5	0.375	0.0	-0.25	8
dream	0.6956521739130435	0.43478260869565216	0.3913043478260869	-0.13043478260869573	23
22	0.5	0.5555555555555556	0.0	0.11111111111111116	18
check	0.696969696969697	0.5454545454545454	0.39393939393939403	0.09090909090909083	33
repeat	0.6428571428571429	0.35714285714285715	0.2857142857142858	-0.28571428571428564	14
trap	0.2	0.1	-0.6000000000000001	-0.8	10
twitter	0.46875	0.53125	-0.0625	0.0625	32
moment	0.6857142857142857	0.4857142857142857	0.37142857142857144	-0.028571428571428525	35
th	0.5	0.3333333333333333	0.0	-0.3333333333333334	18
hole	0.6521739130434783	0.6956521739130435	0.30434782608695654	0.3913043478260869	23
waste	0.5714285714285714	0.5	0.1428571428571428	0.0	14
goal	0.5625	0.125	0.125	-0.75	16
block	0.6	0.6	0.19999999999999996	0.19999999999999996	10
see	0.5875370919881305	0.4124629080118694	0.17507418397626107	-0.17507418397626123	337
empty	0.7777777777777778	0.4444444444444444	0.5555555555555556	-0.11111111111111116	18
zero	0.6666666666666666	0.13333333333333333	0.33333333333333326	-0.7333333333333334	15
drink	0.5909090909090909	0.45454545454545453	0.18181818181818188	-0.09090909090909088	44
before	0.6517857142857143	0.38392857142857145	0.3035714285714286	-0.23214285714285715	112
happen	0.6857142857142857	0.37142857142857144	0.37142857142857144	-0.2571428571428571	35
next	0.6	0.37142857142857144	0.19999999999999996	-0.2571428571428571	70
lie	0.4883720930232558	0.37209302325581395	-0.023255813953488413	-0.2558139534883721	43
degree	0.7777777777777778	0.4444444444444444	0.5555555555555556	-0.11111111111111116	9
without	0.5684210526315789	0.49473684210526314	0.13684210526315788	-0.010526315789473717	95
never	0.6514285714285715	0.52	0.30285714285714294	0.040000000000000036	175
meet	0.4915254237288136	0.4406779661016949	-0.016949152542372836	-0.11864406779661024	59
100	0.6119402985074627	0.3880597014925373	0.22388059701492535	-0.22388059701492535	67
epic	0.7083333333333334	0.75	0.41666666666666674	0.5	24
rare	0.6666666666666666	0.4444444444444444	0.33333333333333326	-0.11111111111111116	9
9gagger	0.7	0.2	0.3999999999999999	-0.6000000000000001	10
sleep	0.5689655172413793	0.3620689655172414	0.13793103448275867	-0.2758620689655173	58
hope	0.6875	0.40625	0.375	-0.1875	32
05	0.5555555555555556	0.1111111111111111	0.11111111111111116	-0.7777777777777777	9
10	0.7131782945736435	0.3023255813953488	0.4263565891472869	-0.39534883720930236	129
logic	0.6818181818181818	0.9090909090909091	0.36363636363636354	0.8181818181818181	22
fact	0.5483870967741935	0.5806451612903226	0.09677419354838701	0.16129032258064524	31
during	0.6338028169014085	0.352112676056338	0.267605633802817	-0.295774647887324	71
argument	0.6666666666666666	0.7777777777777778	0.33333333333333326	0.5555555555555556	18
collection	0.4166666666666667	0.8333333333333334	-0.16666666666666657	0.6666666666666667	12
coronavirus	0.7361111111111112	0.1111111111111111	0.4722222222222223	-0.7777777777777777	72
hit	0.46296296296296297	0.7407407407407407	-0.07407407407407401	0.4814814814814814	54
us	0.6	0.34545454545454546	0.19999999999999996	-0.3090909090909091	110
church	0.6875	0.1875	0.375	-0.625	16
0000	0.875	0.375	0.75	-0.25	8
guess	0.625	0.5208333333333334	0.25	0.04166666666666674	48
perfect	0.6938775510204082	0.673469387755102	0.3877551020408163	0.346938775510204	49
gold	0.8105263157894737	0.09473684210526316	0.6210526315789473	-0.8105263157894738	95
kiss	0.375	0.5	-0.25	0.0	16
anime	0.631578947368421	0.3157894736842105	0.26315789473684204	-0.368421052631579	19
leave	0.7455621301775148	0.3727810650887574	0.49112426035502965	-0.2544378698224852	169
any	0.632183908045977	0.45977011494252873	0.26436781609195403	-0.08045977011494254	87
these	0.6	0.49230769230769234	0.19999999999999996	-0.01538461538461533	65
hoe	0.6666666666666666	0.875	0.33333333333333326	0.75	24
eyes	0.6	0.8	0.19999999999999996	0.6000000000000001	15
mouth	0.5384615384615384	0.8461538461538461	0.07692307692307687	0.6923076923076923	26
head	0.6779661016949152	0.6610169491525424	0.35593220338983045	0.3220338983050848	59
co	0.5633802816901409	0.7183098591549296	0.12676056338028174	0.43661971830985924	71
boobs	0.696969696969697	1.0	0.39393939393939403	1.0	33
er	0.7777777777777778	0.4444444444444444	0.5555555555555556	-0.11111111111111116	9
whatever	0.5333333333333333	0.4666666666666667	0.06666666666666665	-0.06666666666666665	15
wwiii	0.875	1.0	0.75	1.0	8
anyway	0.75	0.4375	0.5	-0.125	16
inferior	0.75	0.6666666666666666	0.5	0.33333333333333326	12
mum	0.6111111111111112	0.1111111111111111	0.22222222222222232	-0.7777777777777777	18
average	0.75	0.6666666666666666	0.5	0.33333333333333326	12
sex	0.4484848484848485	0.4727272727272727	-0.10303030303030303	-0.05454545454545462	165
tit	0.6046511627906976	0.8604651162790697	0.20930232558139528	0.7209302325581395	43
second	0.775	0.55	0.55	0.10000000000000009	40
instead	0.49122807017543857	0.45614035087719296	-0.01754385964912286	-0.08771929824561409	57
earth	0.76	0.2	0.52	-0.6000000000000001	25
worry	0.6521739130434783	0.391304347826087	0.30434782608695654	-0.2173913043478261	23
covid	0.7258064516129032	0.22580645161290322	0.4516129032258065	-0.5483870967741935	62
duct	0.6923076923076923	0.8461538461538461	0.3846153846153846	0.6923076923076923	13
tape	0.6923076923076923	0.7307692307692307	0.3846153846153846	0.46153846153846145	26
rich	0.8928571428571429	0.4642857142857143	0.7857142857142858	-0.0714285714285714	28
country	0.68	0.24	0.3600000000000001	-0.52	25
2018	0.75	0.4	0.5	-0.19999999999999996	20
wonder	0.6585365853658537	0.3170731707317073	0.3170731707317074	-0.3658536585365853	41
9	0.5365853658536586	0.34146341463414637	0.07317073170731714	-0.3170731707317072	82
fast	0.5714285714285714	0.5238095238095238	0.1428571428571428	0.04761904761904767	21
food	0.6941176470588235	0.23529411764705882	0.388235294117647	-0.5294117647058822	85
avoid	0.4444444444444444	0.3888888888888889	-0.11111111111111116	-0.22222222222222227	18
table	0.625	0.25	0.25	-0.5	16
march	0.6551724137931034	0.3793103448275862	0.31034482758620685	-0.24137931034482762	29
four	0.5714285714285714	0.23809523809523808	0.1428571428571428	-0.5238095238095237	21
punch	0.7	0.85	0.3999999999999999	0.7	20
washington	0.7857142857142857	0.14285714285714285	0.5714285714285714	-0.7142857142857144	14
away	0.5957446808510638	0.5106382978723404	0.1914893617021276	0.02127659574468077	47
girls	0.72	0.8933333333333333	0.43999999999999995	0.7866666666666666	75
those	0.6833333333333333	0.6166666666666667	0.3666666666666667	0.2333333333333334	60
huge	0.8571428571428571	0.5	0.7142857142857142	0.0	14
boy	0.49557522123893805	0.4778761061946903	-0.008849557522123908	-0.04424778761061937	113
w	0.6530612244897959	0.3877551020408163	0.30612244897959173	-0.22448979591836737	49
met	0.7647058823529411	0.4117647058823529	0.5294117647058822	-0.17647058823529416	17
anything	0.5454545454545454	0.5	0.09090909090909083	0.0	44
wish	0.7222222222222222	0.3888888888888889	0.4444444444444444	-0.22222222222222227	18
smart	0.6	0.6	0.19999999999999996	0.19999999999999996	20
0	0.7792207792207793	0.4155844155844156	0.5584415584415585	-0.16883116883116878	77
best	0.559322033898305	0.6610169491525424	0.11864406779661008	0.3220338983050848	59
role	0.5	0.25	0.0	-0.5	12
deserve	0.868421052631579	0.6052631578947368	0.736842105263158	0.21052631578947367	38
map	0.75	0.0	0.5	-1.0	12
weekend	0.7333333333333333	0.06666666666666667	0.46666666666666656	-0.8666666666666667	15
travel	0.75	0.15	0.5	-0.7	20
closet	0.8181818181818182	0.09090909090909091	0.6363636363636365	-0.8181818181818181	11
bedroom	0.6842105263157895	0.21052631578947367	0.368421052631579	-0.5789473684210527	38
8	0.5974025974025974	0.4155844155844156	0.19480519480519476	-0.16883116883116878	77
bath	0.7727272727272727	0.13636363636363635	0.5454545454545454	-0.7272727272727273	22
dining	0.7692307692307693	0.0	0.5384615384615385	-1.0	13
6	0.7009345794392523	0.3177570093457944	0.4018691588785046	-0.3644859813084112	107
balcony	0.8181818181818182	0.0	0.6363636363636365	-1.0	11
living	0.7037037037037037	0.1111111111111111	0.40740740740740744	-0.7777777777777777	27
oo	0.6666666666666666	0.25	0.33333333333333326	-0.5	12
g	0.6938775510204082	0.4489795918367347	0.3877551020408163	-0.10204081632653056	49
street	0.8095238095238095	0.42857142857142855	0.6190476190476191	-0.14285714285714285	21
